# Theory BB lensing spectra (r=0) with Planck 2018 best-fit parameters from plikHM_TTTEEE_lowl_lowE_lensing LCDM chain
# l	l(l+1)Cl^BB/2pi [uK^2]
2595	2.949751e-02
2596	2.946847e-02
2597	2.943950e-02
2598	2.941058e-02
2599	2.938172e-02
2600	2.935293e-02
2601	2.932419e-02
2602	2.929551e-02
2603	2.926689e-02
2604	2.923833e-02
2605	2.920983e-02
2606	2.918138e-02
2607	2.915299e-02
2608	2.912466e-02
2609	2.909638e-02
2610	2.906816e-02
2611	2.903999e-02
2612	2.901187e-02
2613	2.898380e-02
2614	2.895579e-02
2615	2.892783e-02
2616	2.889992e-02
2617	2.887206e-02
2618	2.884424e-02
2619	2.881648e-02
2620	2.878876e-02
2621	2.876109e-02
2622	2.873347e-02
2623	2.870590e-02
2624	2.867837e-02
2625	2.865088e-02
2626	2.862344e-02
2627	2.859605e-02
2628	2.856869e-02
2629	2.854138e-02
2630	2.851412e-02
2631	2.848689e-02
2632	2.845971e-02
2633	2.843256e-02
2634	2.840546e-02
2635	2.837840e-02
2636	2.835138e-02
2637	2.832440e-02
2638	2.829746e-02
2639	2.827056e-02
2640	2.824369e-02
2641	2.821687e-02
2642	2.819008e-02
2643	2.816333e-02
2644	2.813662e-02
2645	2.810995e-02
2646	2.808331e-02
2647	2.805671e-02
2648	2.803014e-02
2649	2.800361e-02
2650	2.797712e-02
2651	2.795066e-02
2652	2.792424e-02
2653	2.789785e-02
2654	2.787149e-02
2655	2.784517e-02
2656	2.781888e-02
2657	2.779262e-02
2658	2.776640e-02
2659	2.774021e-02
2660	2.771405e-02
2661	2.768792e-02
2662	2.766182e-02
2663	2.763575e-02
2664	2.760971e-02
2665	2.758370e-02
2666	2.755772e-02
2667	2.753176e-02
2668	2.750583e-02
2669	2.747993e-02
2670	2.745405e-02
2671	2.742820e-02
2672	2.740237e-02
2673	2.737657e-02
2674	2.735079e-02
2675	2.732504e-02
2676	2.729930e-02
2677	2.727359e-02
2678	2.724790e-02
2679	2.722222e-02
2680	2.719657e-02
2681	2.717094e-02
2682	2.714532e-02
2683	2.711973e-02
2684	2.709415e-02
2685	2.706859e-02
2686	2.704304e-02
2687	2.701751e-02
2688	2.699199e-02
2689	2.696649e-02
2690	2.694101e-02
2691	2.691554e-02
2692	2.689008e-02
2693	2.686463e-02
2694	2.683920e-02
2695	2.681378e-02
2696	2.678838e-02
2697	2.676298e-02
2698	2.673760e-02
2699	2.671223e-02
2700	2.668687e-02
2701	2.666153e-02
2702	2.663619e-02
2703	2.661087e-02
2704	2.658556e-02
2705	2.656025e-02
2706	2.653496e-02
2707	2.650968e-02
2708	2.648442e-02
2709	2.645916e-02
2710	2.643391e-02
2711	2.640868e-02
2712	2.638345e-02
2713	2.635824e-02
2714	2.633304e-02
2715	2.630785e-02
2716	2.628267e-02
2717	2.625750e-02
2718	2.623235e-02
2719	2.620720e-02
2720	2.618207e-02
2721	2.615695e-02
2722	2.613184e-02
2723	2.610674e-02
2724	2.608165e-02
2725	2.605658e-02
2726	2.603151e-02
2727	2.600646e-02
2728	2.598142e-02
2729	2.595639e-02
2730	2.593137e-02
2731	2.590637e-02
2732	2.588137e-02
2733	2.585639e-02
2734	2.583142e-02
2735	2.580646e-02
2736	2.578151e-02
2737	2.575657e-02
2738	2.573164e-02
2739	2.570673e-02
2740	2.568182e-02
2741	2.565692e-02
2742	2.563204e-02
2743	2.560717e-02
2744	2.558230e-02
2745	2.555745e-02
2746	2.553261e-02
2747	2.550777e-02
2748	2.548295e-02
2749	2.545814e-02
2750	2.543333e-02
2751	2.540854e-02
2752	2.538376e-02
2753	2.535898e-02
2754	2.533422e-02
2755	2.530947e-02
2756	2.528473e-02
2757	2.525999e-02
2758	2.523527e-02
2759	2.521056e-02
2760	2.518586e-02
2761	2.516116e-02
2762	2.513648e-02
2763	2.511181e-02
2764	2.508716e-02
2765	2.506251e-02
2766	2.503787e-02
2767	2.501325e-02
2768	2.498864e-02
2769	2.496404e-02
2770	2.493945e-02
2771	2.491488e-02
2772	2.489032e-02
2773	2.486577e-02
2774	2.484124e-02
2775	2.481672e-02
2776	2.479222e-02
2777	2.476773e-02
2778	2.474326e-02
2779	2.471881e-02
2780	2.469437e-02
2781	2.466994e-02
2782	2.464554e-02
2783	2.462115e-02
2784	2.459678e-02
2785	2.457243e-02
2786	2.454810e-02
2787	2.452379e-02
2788	2.449949e-02
2789	2.447522e-02
2790	2.445097e-02
2791	2.442673e-02
2792	2.440252e-02
2793	2.437833e-02
2794	2.435416e-02
2795	2.433002e-02
2796	2.430589e-02
2797	2.428179e-02
2798	2.425771e-02
2799	2.423365e-02
2800	2.420962e-02
2801	2.418561e-02
2802	2.416162e-02
2803	2.413766e-02
2804	2.411372e-02
2805	2.408981e-02
2806	2.406592e-02
2807	2.404206e-02
2808	2.401821e-02
2809	2.399440e-02
2810	2.397061e-02
2811	2.394684e-02
2812	2.392310e-02
2813	2.389939e-02
2814	2.387570e-02
2815	2.385203e-02
2816	2.382840e-02
2817	2.380478e-02
2818	2.378120e-02
2819	2.375764e-02
2820	2.373410e-02
2821	2.371060e-02
2822	2.368711e-02
2823	2.366366e-02
2824	2.364023e-02
2825	2.361683e-02
2826	2.359346e-02
2827	2.357012e-02
2828	2.354680e-02
2829	2.352351e-02
2830	2.350025e-02
2831	2.347701e-02
2832	2.345381e-02
2833	2.343063e-02
2834	2.340748e-02
2835	2.338437e-02
2836	2.336128e-02
2837	2.333822e-02
2838	2.331519e-02
2839	2.329219e-02
2840	2.326922e-02
2841	2.324628e-02
2842	2.322337e-02
2843	2.320050e-02
2844	2.317765e-02
2845	2.315484e-02
2846	2.313206e-02
2847	2.310931e-02
2848	2.308660e-02
2849	2.306392e-02
2850	2.304127e-02
2851	2.301865e-02
2852	2.299607e-02
2853	2.297352e-02
2854	2.295100e-02
2855	2.292852e-02
2856	2.290608e-02
2857	2.288367e-02
2858	2.286129e-02
2859	2.283895e-02
2860	2.281664e-02
2861	2.279437e-02
2862	2.277214e-02
2863	2.274994e-02
2864	2.272777e-02
2865	2.270564e-02
2866	2.268355e-02
2867	2.266149e-02
2868	2.263947e-02
2869	2.261748e-02
2870	2.259553e-02
2871	2.257362e-02
2872	2.255174e-02
2873	2.252990e-02
2874	2.250810e-02
2875	2.248633e-02
2876	2.246459e-02
2877	2.244289e-02
2878	2.242123e-02
2879	2.239961e-02
2880	2.237802e-02
2881	2.235646e-02
2882	2.233494e-02
2883	2.231346e-02
2884	2.229201e-02
2885	2.227059e-02
2886	2.224922e-02
2887	2.222787e-02
2888	2.220656e-02
2889	2.218529e-02
2890	2.216405e-02
2891	2.214285e-02
2892	2.212168e-02
2893	2.210054e-02
2894	2.207944e-02
2895	2.205838e-02
2896	2.203735e-02
2897	2.201635e-02
2898	2.199538e-02
2899	2.197445e-02
2900	2.195356e-02
2901	2.193270e-02
2902	2.191187e-02
2903	2.189107e-02
2904	2.187031e-02
2905	2.184958e-02
2906	2.182889e-02
2907	2.180823e-02
2908	2.178760e-02
2909	2.176701e-02
2910	2.174645e-02
2911	2.172592e-02
2912	2.170542e-02
2913	2.168496e-02
2914	2.166453e-02
2915	2.164413e-02
2916	2.162377e-02
2917	2.160344e-02
2918	2.158314e-02
2919	2.156287e-02
2920	2.154264e-02
2921	2.152243e-02
2922	2.150226e-02
2923	2.148213e-02
2924	2.146202e-02
2925	2.144195e-02
2926	2.142190e-02
2927	2.140189e-02
2928	2.138191e-02
2929	2.136197e-02
2930	2.134205e-02
2931	2.132216e-02
2932	2.130231e-02
2933	2.128248e-02
2934	2.126269e-02
2935	2.124293e-02
2936	2.122320e-02
2937	2.120349e-02
2938	2.118382e-02
2939	2.116418e-02
2940	2.114456e-02
2941	2.112498e-02
2942	2.110543e-02
2943	2.108590e-02
2944	2.106640e-02
2945	2.104694e-02
2946	2.102750e-02
2947	2.100809e-02
2948	2.098870e-02
2949	2.096935e-02
2950	2.095002e-02
2951	2.093072e-02
2952	2.091145e-02
2953	2.089220e-02
2954	2.087298e-02
2955	2.085378e-02
2956	2.083462e-02
2957	2.081548e-02
2958	2.079636e-02
2959	2.077727e-02
2960	2.075821e-02
2961	2.073917e-02
2962	2.072015e-02
2963	2.070116e-02
2964	2.068219e-02
2965	2.066325e-02
2966	2.064433e-02
2967	2.062544e-02
2968	2.060657e-02
2969	2.058772e-02
2970	2.056890e-02
2971	2.055010e-02
2972	2.053132e-02
2973	2.051256e-02
2974	2.049382e-02
2975	2.047511e-02
2976	2.045642e-02
2977	2.043775e-02
2978	2.041910e-02
2979	2.040047e-02
2980	2.038187e-02
2981	2.036328e-02
2982	2.034472e-02
2983	2.032617e-02
2984	2.030765e-02
2985	2.028914e-02
2986	2.027066e-02
2987	2.025219e-02
2988	2.023375e-02
2989	2.021532e-02
2990	2.019692e-02
2991	2.017853e-02
2992	2.016016e-02
2993	2.014181e-02
2994	2.012348e-02
2995	2.010516e-02
2996	2.008687e-02
2997	2.006859e-02
2998	2.005034e-02
2999	2.003210e-02
3000	2.001387e-02
3001	1.999567e-02
3002	1.997748e-02
3003	1.995931e-02
3004	1.994116e-02
3005	1.992303e-02
3006	1.990491e-02
3007	1.988682e-02
3008	1.986873e-02
3009	1.985067e-02
3010	1.983262e-02
3011	1.981459e-02
3012	1.979658e-02
3013	1.977858e-02
3014	1.976060e-02
3015	1.974264e-02
3016	1.972470e-02
3017	1.970677e-02
3018	1.968885e-02
3019	1.967096e-02
3020	1.965308e-02
3021	1.963521e-02
3022	1.961736e-02
3023	1.959953e-02
3024	1.958172e-02
3025	1.956392e-02
3026	1.954613e-02
3027	1.952836e-02
3028	1.951061e-02
3029	1.949287e-02
3030	1.947515e-02
3031	1.945744e-02
3032	1.943975e-02
3033	1.942208e-02
3034	1.940441e-02
3035	1.938677e-02
3036	1.936913e-02
3037	1.935152e-02
3038	1.933391e-02
3039	1.931632e-02
3040	1.929875e-02
3041	1.928119e-02
3042	1.926364e-02
3043	1.924611e-02
3044	1.922859e-02
3045	1.921108e-02
3046	1.919359e-02
3047	1.917611e-02
3048	1.915865e-02
3049	1.914119e-02
3050	1.912375e-02
3051	1.910633e-02
3052	1.908891e-02
3053	1.907151e-02
3054	1.905413e-02
3055	1.903675e-02
3056	1.901939e-02
3057	1.900204e-02
3058	1.898471e-02
3059	1.896739e-02
3060	1.895008e-02
3061	1.893278e-02
3062	1.891549e-02
3063	1.889822e-02
3064	1.888096e-02
3065	1.886372e-02
3066	1.884649e-02
3067	1.882927e-02
3068	1.881206e-02
3069	1.879487e-02
3070	1.877769e-02
3071	1.876053e-02
3072	1.874337e-02
3073	1.872624e-02
3074	1.870911e-02
3075	1.869200e-02
3076	1.867491e-02
3077	1.865782e-02
3078	1.864076e-02
3079	1.862370e-02
3080	1.860667e-02
3081	1.858964e-02
3082	1.857264e-02
3083	1.855564e-02
3084	1.853867e-02
3085	1.852170e-02
3086	1.850476e-02
3087	1.848782e-02
3088	1.847091e-02
3089	1.845401e-02
3090	1.843712e-02
3091	1.842026e-02
3092	1.840340e-02
3093	1.838657e-02
3094	1.836975e-02
3095	1.835294e-02
3096	1.833615e-02
3097	1.831938e-02
3098	1.830263e-02
3099	1.828589e-02
3100	1.826916e-02
3101	1.825246e-02
3102	1.823577e-02
3103	1.821909e-02
3104	1.820243e-02
3105	1.818579e-02
3106	1.816916e-02
3107	1.815255e-02
3108	1.813596e-02
3109	1.811938e-02
3110	1.810282e-02
3111	1.808627e-02
3112	1.806974e-02
3113	1.805322e-02
3114	1.803673e-02
3115	1.802024e-02
3116	1.800377e-02
3117	1.798732e-02
3118	1.797088e-02
3119	1.795446e-02
3120	1.793806e-02
3121	1.792167e-02
3122	1.790529e-02
3123	1.788893e-02
3124	1.787259e-02
3125	1.785626e-02
3126	1.783995e-02
3127	1.782365e-02
3128	1.780737e-02
3129	1.779110e-02
3130	1.777485e-02
3131	1.775862e-02
3132	1.774240e-02
3133	1.772620e-02
3134	1.771002e-02
3135	1.769385e-02
3136	1.767770e-02
3137	1.766157e-02
3138	1.764545e-02
3139	1.762935e-02
3140	1.761327e-02
3141	1.759720e-02
3142	1.758116e-02
3143	1.756513e-02
3144	1.754912e-02
3145	1.753313e-02
3146	1.751715e-02
3147	1.750120e-02
3148	1.748526e-02
3149	1.746935e-02
3150	1.745345e-02
3151	1.743757e-02
3152	1.742171e-02
3153	1.740588e-02
3154	1.739006e-02
3155	1.737426e-02
3156	1.735848e-02
3157	1.734273e-02
3158	1.732699e-02
3159	1.731127e-02
3160	1.729558e-02
3161	1.727990e-02
3162	1.726425e-02
3163	1.724862e-02
3164	1.723300e-02
3165	1.721741e-02
3166	1.720184e-02
3167	1.718629e-02
3168	1.717076e-02
3169	1.715525e-02
3170	1.713976e-02
3171	1.712430e-02
3172	1.710885e-02
3173	1.709342e-02
3174	1.707801e-02
3175	1.706263e-02
3176	1.704726e-02
3177	1.703191e-02
3178	1.701658e-02
3179	1.700128e-02
3180	1.698599e-02
3181	1.697072e-02
3182	1.695547e-02
3183	1.694024e-02
3184	1.692502e-02
3185	1.690983e-02
3186	1.689465e-02
3187	1.687950e-02
3188	1.686436e-02
3189	1.684924e-02
3190	1.683414e-02
3191	1.681905e-02
3192	1.680399e-02
3193	1.678894e-02
3194	1.677391e-02
3195	1.675890e-02
3196	1.674390e-02
3197	1.672893e-02
3198	1.671397e-02
3199	1.669903e-02
3200	1.668411e-02
3201	1.666921e-02
3202	1.665433e-02
3203	1.663946e-02
3204	1.662461e-02
3205	1.660978e-02
3206	1.659497e-02
3207	1.658018e-02
3208	1.656541e-02
3209	1.655066e-02
3210	1.653593e-02
3211	1.652121e-02
3212	1.650652e-02
3213	1.649185e-02
3214	1.647719e-02
3215	1.646256e-02
3216	1.644794e-02
3217	1.643335e-02
3218	1.641878e-02
3219	1.640422e-02
3220	1.638969e-02
3221	1.637518e-02
3222	1.636069e-02
3223	1.634622e-02
3224	1.633177e-02
3225	1.631734e-02
3226	1.630293e-02
3227	1.628855e-02
3228	1.627418e-02
3229	1.625984e-02
3230	1.624551e-02
3231	1.623121e-02
3232	1.621693e-02
3233	1.620267e-02
3234	1.618843e-02
3235	1.617420e-02
3236	1.616000e-02
3237	1.614582e-02
3238	1.613166e-02
3239	1.611752e-02
3240	1.610340e-02
3241	1.608930e-02
3242	1.607521e-02
3243	1.606115e-02
3244	1.604710e-02
3245	1.603307e-02
3246	1.601906e-02
3247	1.600507e-02
3248	1.599109e-02
3249	1.597714e-02
3250	1.596320e-02
3251	1.594927e-02
3252	1.593537e-02
3253	1.592148e-02
3254	1.590760e-02
3255	1.589375e-02
3256	1.587990e-02
3257	1.586608e-02
3258	1.585227e-02
3259	1.583847e-02
3260	1.582469e-02
3261	1.581093e-02
3262	1.579718e-02
3263	1.578344e-02
3264	1.576973e-02
3265	1.575602e-02
3266	1.574233e-02
3267	1.572866e-02
3268	1.571500e-02
3269	1.570136e-02
3270	1.568773e-02
3271	1.567411e-02
3272	1.566051e-02
3273	1.564693e-02
3274	1.563336e-02
3275	1.561981e-02
3276	1.560627e-02
3277	1.559275e-02
3278	1.557925e-02
3279	1.556576e-02
3280	1.555229e-02
3281	1.553883e-02
3282	1.552539e-02
3283	1.551196e-02
3284	1.549855e-02
3285	1.548516e-02
3286	1.547179e-02
3287	1.545843e-02
3288	1.544509e-02
3289	1.543177e-02
3290	1.541846e-02
3291	1.540517e-02
3292	1.539189e-02
3293	1.537864e-02
3294	1.536540e-02
3295	1.535217e-02
3296	1.533897e-02
3297	1.532578e-02
3298	1.531261e-02
3299	1.529945e-02
3300	1.528631e-02
3301	1.527319e-02
3302	1.526008e-02
3303	1.524699e-02
3304	1.523392e-02
3305	1.522086e-02
3306	1.520781e-02
3307	1.519478e-02
3308	1.518177e-02
3309	1.516877e-02
3310	1.515579e-02
3311	1.514282e-02
3312	1.512986e-02
3313	1.511692e-02
3314	1.510399e-02
3315	1.509107e-02
3316	1.507817e-02
3317	1.506528e-02
3318	1.505240e-02
3319	1.503954e-02
3320	1.502669e-02
3321	1.501385e-02
3322	1.500102e-02
3323	1.498820e-02
3324	1.497540e-02
3325	1.496260e-02
3326	1.494982e-02
3327	1.493705e-02
3328	1.492429e-02
3329	1.491154e-02
3330	1.489880e-02
3331	1.488607e-02
3332	1.487336e-02
3333	1.486065e-02
3334	1.484796e-02
3335	1.483527e-02
3336	1.482260e-02
3337	1.480994e-02
3338	1.479728e-02
3339	1.478465e-02
3340	1.477202e-02
3341	1.475940e-02
3342	1.474679e-02
3343	1.473420e-02
3344	1.472162e-02
3345	1.470905e-02
3346	1.469649e-02
3347	1.468395e-02
3348	1.467141e-02
3349	1.465889e-02
3350	1.464638e-02
3351	1.463389e-02
3352	1.462141e-02
3353	1.460894e-02
3354	1.459648e-02
3355	1.458404e-02
3356	1.457161e-02
3357	1.455920e-02
3358	1.454680e-02
3359	1.453441e-02
3360	1.452204e-02
3361	1.450968e-02
3362	1.449733e-02
3363	1.448500e-02
3364	1.447268e-02
3365	1.446037e-02
3366	1.444808e-02
3367	1.443580e-02
3368	1.442354e-02
3369	1.441129e-02
3370	1.439905e-02
3371	1.438682e-02
3372	1.437461e-02
3373	1.436241e-02
3374	1.435023e-02
3375	1.433805e-02
3376	1.432589e-02
3377	1.431374e-02
3378	1.430161e-02
3379	1.428948e-02
3380	1.427737e-02
3381	1.426527e-02
3382	1.425318e-02
3383	1.424110e-02
3384	1.422903e-02
3385	1.421697e-02
3386	1.420492e-02
3387	1.419288e-02
3388	1.418085e-02
3389	1.416884e-02
3390	1.415683e-02
3391	1.414483e-02
3392	1.413285e-02
3393	1.412087e-02
3394	1.410890e-02
3395	1.409694e-02
3396	1.408499e-02
3397	1.407305e-02
3398	1.406112e-02
3399	1.404920e-02
3400	1.403729e-02
3401	1.402539e-02
3402	1.401350e-02
3403	1.400162e-02
3404	1.398975e-02
3405	1.397789e-02
3406	1.396604e-02
3407	1.395420e-02
3408	1.394237e-02
3409	1.393055e-02
3410	1.391874e-02
3411	1.390694e-02
3412	1.389516e-02
3413	1.388338e-02
3414	1.387162e-02
3415	1.385987e-02
3416	1.384813e-02
3417	1.383640e-02
3418	1.382469e-02
3419	1.381298e-02
3420	1.380129e-02
3421	1.378961e-02
3422	1.377795e-02
3423	1.376630e-02
3424	1.375466e-02
3425	1.374303e-02
3426	1.373142e-02
3427	1.371982e-02
3428	1.370824e-02
3429	1.369666e-02
3430	1.368510e-02
3431	1.367356e-02
3432	1.366203e-02
3433	1.365051e-02
3434	1.363900e-02
3435	1.362751e-02
3436	1.361603e-02
3437	1.360457e-02
3438	1.359311e-02
3439	1.358167e-02
3440	1.357025e-02
3441	1.355883e-02
3442	1.354743e-02
3443	1.353604e-02
3444	1.352467e-02
3445	1.351330e-02
3446	1.350195e-02
3447	1.349061e-02
3448	1.347928e-02
3449	1.346797e-02
3450	1.345666e-02
3451	1.344537e-02
3452	1.343408e-02
3453	1.342281e-02
3454	1.341155e-02
3455	1.340030e-02
3456	1.338906e-02
3457	1.337783e-02
3458	1.336662e-02
3459	1.335541e-02
3460	1.334421e-02
3461	1.333303e-02
3462	1.332185e-02
3463	1.331068e-02
3464	1.329953e-02
3465	1.328838e-02
3466	1.327725e-02
3467	1.326612e-02
3468	1.325501e-02
3469	1.324391e-02
3470	1.323282e-02
3471	1.322174e-02
3472	1.321066e-02
3473	1.319961e-02
3474	1.318856e-02
3475	1.317752e-02
3476	1.316649e-02
3477	1.315548e-02
3478	1.314448e-02
3479	1.313349e-02
3480	1.312251e-02
3481	1.311154e-02
3482	1.310059e-02
3483	1.308964e-02
3484	1.307871e-02
3485	1.306780e-02
3486	1.305689e-02
3487	1.304600e-02
3488	1.303512e-02
3489	1.302426e-02
3490	1.301340e-02
3491	1.300256e-02
3492	1.299174e-02
3493	1.298093e-02
3494	1.297013e-02
3495	1.295934e-02
3496	1.294857e-02
3497	1.293781e-02
3498	1.292707e-02
3499	1.291634e-02
3500	1.290562e-02
3501	1.289492e-02
3502	1.288423e-02
3503	1.287355e-02
3504	1.286288e-02
3505	1.285223e-02
3506	1.284159e-02
3507	1.283097e-02
3508	1.282036e-02
3509	1.280976e-02
3510	1.279917e-02
3511	1.278860e-02
3512	1.277803e-02
3513	1.276748e-02
3514	1.275695e-02
3515	1.274642e-02
3516	1.273591e-02
3517	1.272540e-02
3518	1.271491e-02
3519	1.270443e-02
3520	1.269397e-02
3521	1.268351e-02
3522	1.267306e-02
3523	1.266263e-02
3524	1.265221e-02
3525	1.264179e-02
3526	1.263139e-02
3527	1.262100e-02
3528	1.261062e-02
3529	1.260025e-02
3530	1.258989e-02
3531	1.257954e-02
3532	1.256920e-02
3533	1.255888e-02
3534	1.254856e-02
3535	1.253825e-02
3536	1.252796e-02
3537	1.251767e-02
3538	1.250740e-02
3539	1.249714e-02
3540	1.248688e-02
3541	1.247664e-02
3542	1.246641e-02
3543	1.245619e-02
3544	1.244598e-02
3545	1.243579e-02
3546	1.242560e-02
3547	1.241543e-02
3548	1.240526e-02
3549	1.239511e-02
3550	1.238497e-02
3551	1.237485e-02
3552	1.236473e-02
3553	1.235463e-02
3554	1.234454e-02
3555	1.233446e-02
3556	1.232439e-02
3557	1.231433e-02
3558	1.230429e-02
3559	1.229426e-02
3560	1.228424e-02
3561	1.227423e-02
3562	1.226423e-02
3563	1.225425e-02
3564	1.224428e-02
3565	1.223432e-02
3566	1.222438e-02
3567	1.221444e-02
3568	1.220452e-02
3569	1.219461e-02
3570	1.218471e-02
3571	1.217482e-02
3572	1.216495e-02
3573	1.215508e-02
3574	1.214523e-02
3575	1.213539e-02
3576	1.212556e-02
3577	1.211574e-02
3578	1.210594e-02
3579	1.209614e-02
3580	1.208635e-02
3581	1.207658e-02
3582	1.206682e-02
3583	1.205706e-02
3584	1.204732e-02
3585	1.203759e-02
3586	1.202786e-02
3587	1.201815e-02
3588	1.200845e-02
3589	1.199876e-02
3590	1.198908e-02
3591	1.197941e-02
3592	1.196974e-02
3593	1.196009e-02
3594	1.195045e-02
3595	1.194081e-02
3596	1.193119e-02
3597	1.192158e-02
3598	1.191197e-02
3599	1.190238e-02
3600	1.189279e-02
3601	1.188322e-02
3602	1.187365e-02
3603	1.186409e-02
3604	1.185455e-02
3605	1.184501e-02
3606	1.183548e-02
3607	1.182596e-02
3608	1.181645e-02
3609	1.180695e-02
3610	1.179746e-02
3611	1.178798e-02
3612	1.177851e-02
3613	1.176905e-02
3614	1.175960e-02
3615	1.175016e-02
3616	1.174073e-02
3617	1.173131e-02
3618	1.172189e-02
3619	1.171249e-02
3620	1.170310e-02
3621	1.169372e-02
3622	1.168435e-02
3623	1.167499e-02
3624	1.166563e-02
3625	1.165629e-02
3626	1.164696e-02
3627	1.163764e-02
3628	1.162832e-02
3629	1.161902e-02
3630	1.160973e-02
3631	1.160045e-02
3632	1.159117e-02
3633	1.158191e-02
3634	1.157266e-02
3635	1.156341e-02
3636	1.155418e-02
3637	1.154496e-02
3638	1.153574e-02
3639	1.152654e-02
3640	1.151734e-02
3641	1.150815e-02
3642	1.149897e-02
3643	1.148981e-02
3644	1.148065e-02
3645	1.147150e-02
3646	1.146236e-02
3647	1.145323e-02
3648	1.144410e-02
3649	1.143499e-02
3650	1.142588e-02
3651	1.141679e-02
3652	1.140770e-02
3653	1.139862e-02
3654	1.138955e-02
3655	1.138049e-02
3656	1.137144e-02
3657	1.136239e-02
3658	1.135336e-02
3659	1.134433e-02
3660	1.133531e-02
3661	1.132630e-02
3662	1.131730e-02
3663	1.130831e-02
3664	1.129933e-02
3665	1.129035e-02
3666	1.128138e-02
3667	1.127242e-02
3668	1.126347e-02
3669	1.125453e-02
3670	1.124560e-02
3671	1.123667e-02
3672	1.122775e-02
3673	1.121884e-02
3674	1.120994e-02
3675	1.120105e-02
3676	1.119217e-02
3677	1.118329e-02
3678	1.117443e-02
3679	1.116557e-02
3680	1.115672e-02
3681	1.114787e-02
3682	1.113904e-02
3683	1.113022e-02
3684	1.112140e-02
3685	1.111259e-02
3686	1.110379e-02
3687	1.109500e-02
3688	1.108621e-02
3689	1.107744e-02
3690	1.106867e-02
3691	1.105991e-02
3692	1.105116e-02
3693	1.104242e-02
3694	1.103368e-02
3695	1.102496e-02
3696	1.101624e-02
3697	1.100753e-02
3698	1.099882e-02
3699	1.099013e-02
3700	1.098144e-02
3701	1.097276e-02
3702	1.096409e-02
3703	1.095543e-02
3704	1.094678e-02
3705	1.093813e-02
3706	1.092949e-02
3707	1.092086e-02
3708	1.091223e-02
3709	1.090362e-02
3710	1.089501e-02
3711	1.088641e-02
3712	1.087782e-02
3713	1.086923e-02
3714	1.086066e-02
3715	1.085209e-02
3716	1.084353e-02
3717	1.083498e-02
3718	1.082643e-02
3719	1.081789e-02
3720	1.080936e-02
3721	1.080084e-02
3722	1.079233e-02
3723	1.078383e-02
3724	1.077533e-02
3725	1.076684e-02
3726	1.075836e-02
3727	1.074989e-02
3728	1.074142e-02
3729	1.073297e-02
3730	1.072452e-02
3731	1.071608e-02
3732	1.070765e-02
3733	1.069922e-02
3734	1.069081e-02
3735	1.068240e-02
3736	1.067400e-02
3737	1.066561e-02
3738	1.065722e-02
3739	1.064885e-02
3740	1.064048e-02
3741	1.063212e-02
3742	1.062377e-02
3743	1.061543e-02
3744	1.060710e-02
3745	1.059877e-02
3746	1.059045e-02
3747	1.058214e-02
3748	1.057384e-02
3749	1.056554e-02
3750	1.055725e-02
3751	1.054897e-02
3752	1.054070e-02
3753	1.053243e-02
3754	1.052418e-02
3755	1.051593e-02
3756	1.050768e-02
3757	1.049945e-02
3758	1.049122e-02
3759	1.048300e-02
3760	1.047478e-02
3761	1.046658e-02
3762	1.045838e-02
3763	1.045019e-02
3764	1.044200e-02
3765	1.043382e-02
3766	1.042565e-02
3767	1.041749e-02
3768	1.040933e-02
3769	1.040118e-02
3770	1.039303e-02
3771	1.038490e-02
3772	1.037677e-02
3773	1.036865e-02
3774	1.036053e-02
3775	1.035242e-02
3776	1.034432e-02
3777	1.033623e-02
3778	1.032814e-02
3779	1.032006e-02
3780	1.031199e-02
3781	1.030393e-02
3782	1.029587e-02
3783	1.028782e-02
3784	1.027978e-02
3785	1.027174e-02
3786	1.026372e-02
3787	1.025570e-02
3788	1.024769e-02
3789	1.023969e-02
3790	1.023169e-02
3791	1.022371e-02
3792	1.021573e-02
3793	1.020776e-02
3794	1.019980e-02
3795	1.019185e-02
3796	1.018390e-02
3797	1.017596e-02
3798	1.016804e-02
3799	1.016012e-02
3800	1.015221e-02
3801	1.014430e-02
3802	1.013641e-02
3803	1.012852e-02
3804	1.012065e-02
3805	1.011278e-02
3806	1.010492e-02
3807	1.009706e-02
3808	1.008922e-02
3809	1.008138e-02
3810	1.007356e-02
3811	1.006574e-02
3812	1.005792e-02
3813	1.005012e-02
3814	1.004232e-02
3815	1.003453e-02
3816	1.002675e-02
3817	1.001898e-02
3818	1.001121e-02
3819	1.000345e-02
3820	9.995698e-03
3821	9.987953e-03
3822	9.980215e-03
3823	9.972483e-03
3824	9.964759e-03
3825	9.957041e-03
3826	9.949329e-03
3827	9.941625e-03
3828	9.933926e-03
3829	9.926234e-03
3830	9.918549e-03
3831	9.910870e-03
3832	9.903197e-03
3833	9.895531e-03
3834	9.887870e-03
3835	9.880217e-03
3836	9.872569e-03
3837	9.864928e-03
3838	9.857293e-03
3839	9.849664e-03
3840	9.842042e-03
3841	9.834427e-03
3842	9.826818e-03
3843	9.819216e-03
3844	9.811620e-03
3845	9.804031e-03
3846	9.796449e-03
3847	9.788875e-03
3848	9.781307e-03
3849	9.773746e-03
3850	9.766193e-03
3851	9.758647e-03
3852	9.751109e-03
3853	9.743578e-03
3854	9.736055e-03
3855	9.728540e-03
3856	9.721033e-03
3857	9.713534e-03
3858	9.706043e-03
